trait	group	DPRMaZ	SAPRMaZ	SDAPRMaZ	SSAPRMaZ	CDPRMaZ	CSAPRMaZ	XNPRMaZ	XADPRMaZ	XASAPRMaZ	PNPRMaZ	PADPRMaZ	PASAPRMaZ	DPRMZ	SAPRMZ	SDAPRMZ	SSAPRMZ	CDPRMZ	CSAPRMZ	XNPRMZ	XADPRMZ	XASAPRMZ	PNPRMZ	PADPRMZ	PASAPRMZ	DPREZ	SAPREZ	SDAPREZ	SSAPREZ	CDPREZ	CSAPREZ	XNPREZ	XADPREZ	XASAPREZ	PNPREZ	PADPREZ	PASAPREZ	DLRMaZ	SALRMaZ	SDALRMaZ	SSALRMaZ	CDLRMaZ	CSALRMaZ	XNLRMaZ	XADLRMaZ	XASALRMaZ	PNLRMaZ	PADLRMaZ	PASALRMaZ	DLRMZ	SALRMZ	SDALRMZ	SSALRMZ	CDLRMZ	CSALRMZ	XNLRMZ	XADLRMZ	XASALRMZ	PNLRMZ	PADLRMZ	PASALRMZ	DLREZ	SALREZ	SDALREZ	SSALREZ	CDLREZ	CSALREZ	XNLREZ	XADLREZ	XASALREZ	PNLREZ	PADLREZ	PASALREZ	DCRMaZ	SACRMaZ	SDACRMaZ	SSACRMaZ	CDCRMaZ	CSACRMaZ	XNCRMaZ	XADCRMaZ	XASACRMaZ	PNCRMaZ	PADCRMaZ	PASACRMaZ	DCRMZ	SACRMZ	SDACRMZ	SSACRMZ	CDCRMZ	CSACRMZ	XNCRMZ	XADCRMZ	XASACRMZ	PNCRMZ	PADCRMZ	PASACRMZ	DCREZ	SACREZ	SDACREZ	SSACREZ	CDCREZ	CSACREZ	XNCREZ	XADCREZ	XASACREZ	PNCREZ	PADCREZ	PASACREZ
YE478	temperate	0.1165	0.009	0.0445	0.002	720	700000	6	0.00975	0.000075205	16	0.00225	3.80E-06	0.0985	0.008	0.04	0.001	585	700000	7	0.006214286	0.0000245	16	0.0018125	2.37E-06	0.11	0.009	0.04	0.001	700	800000	7	0.008	0.00005059	16	0.00225	3.32E-06	0.0455	181120	0.0155	0.0001888	300	0.002	2	0.00375	1.29E-05	8	0.00125	1.71E-06	0.055	0.002	0.0175	0.0002509	375	174910	3	0.003166667	0.000008767	9	0.001100589	1.11E-06	0.055	0.002	0.016	0.000215	390	178500	3	0.004	7.37E-06	7	0.001142857	1.63E-06	0.1045	0.009	0.044	0.002	605	700000	8	0.008375	5.54E-05	19	0.001683132	2.17E-06	0.0975	0.008	0.004	0.001	935	700000	7	0.007	3.86E-05	19	0.001736842	2.87E-06	0.11	0.009	0.043	0.001	670	800000	8	0.0074375	0.00004657	19	0.001736842	2.66E-06
GEMS35	temperate	0.099	0.008	0.037	0.001	620	700000	6	0.009	0.000065835	12	0.002333333	3.66E-06	0.0755	0.004	0.0295	0.0006568	460	334320	5	0.0055	0.00002417	11	0.001636364	2.20E-06	0.0895	0.007	0.0335	0.0008994	560	610060	5	0.0083	0.000056464	12	0.002333333	2.60E-06	0.0435	182350	0.0145	0.0001765	290	0.002	2	0.0045	1.89E-05	6	0.001833333	2.41E-06	0.0445	0.002	0.0145	0.0001622	300	183780	2	0.00375	9.72E-06	7	0.001285714	1.62E-06	0.0405	0.001	0.014	0.0001504	265	84960	2	0.00325	0.000008915	6	0.001333333	1.36E-06	0.0765	0.005	0.029	0.0006479	475	435210	5	0.007	0.000039474	12	0.001833333	2.69E-06	0.084	0.006	0.002904762	0.0007737	810.952381	522630	4	0.007375	0.000040885	12	0.002	3.37E-06	0.0915	0.007	0.0345	0.0009621	570	603790	4	0.009375	0.000067495	13	0.001923077	2.89E-06
238	temperate	0.084	0.006	0.038	0.001	460	500000	6	0.009416667	6.96E-05	13	0.002230769	4.38E-06	0.067	0.004	0.032	0.0008109	350	318910	4	0.007875	0.000053775	11	0.002181818	3.25E-06	0.092	0.007	0.039	0.001	530	600000	6	0.009166667	6.86E-05	13	0.002230769	0.000003538	0.0305	59898	0.011	0.00009732	195	0.0006963	1	0.005	0.00001643	5	0.0014	0.000001629	0.048	0.002	0.015	0.0001678	330	183220	3	0.003833333	1.22E-05	7	0.001142857	1.58E-06	0.0445	0.002	0.014	0.0001595	305	184050	2	0.0045	0.00001788	7	0.001127929	1.35E-06	0.1005	0.008	0.0415	0.001	590	700000	5	0.0115	0.000105838	16	0.002	2.92E-06	0.103	0.008	0.004	0.001	990	700000	5	0.01	0.000079946	15	0.001933333	3.46E-06	0.102	0.008	0.042	0.001	600	700000	5	0.0115	0.00009955	15	0.001666667	2.65E-06
ZONG31	temperate	0.082	0.005	0.0365	0.001	455	400000	7	0.0085	5.91E-05	14	0.001928571	2.47E-06	0.087	0.006	0.0355	0.001	515	500000	8	0.007125	3.87E-05	15	0.002066667	3.21E-06	0.0865	0.006	0.0365	0.001	500	500000	7	0.007571429	4.53E-05	15	0.0018	0.000002708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0655	0.003	0.029	0.0006848	365	231520	4	0.008125	0.00005515	13	0.002076923	2.74E-06	0.065	0.003	0.002619048	0.0006559	623.8095238	234410	4	0.00775	4.81E-05	14	0.001928571	0.000859948	0.065	0.003	0.027	0.000602	380	239800	4	0.00775	0.00004725	13	0.001846154	2.28E-06
LIAO5262	temperate	0.0895	0.006	0.0365	0.001	530	500000	7	0.008428571	5.33E-05	15	0.0022	3.12E-06	0.0865	0.006	0.0345	0.0008856	520	511440	6	0.008666667	5.09E-05	14	0.0025	4.74E-06	0.0835	0.005	0.035	0.0009863	485	401370	6	0.0085	5.58E-05	0	0.0022	3.37E-06	0.0465	174720	0.018	0.0002528	285	0.002	5	0.0037	1.12E-05	7	0.001083757	1.32E-06	0.0405	0.001	0.0145	0.0001717	260	82830	3	0.004166667	0.00001369	9	0.000998067	1.23E-06	0.0385	0.001	0.014	0.0001445	245	85550	3	0.004333333	1.50E-05	9	0.001108978	1.03E-06	0.0625	0.003	0.025	0.0005135	375	248650	4	0.0075	4.41E-05	11	0.001909091	0.000002316	0.052	0.002	0.001952381	0.0003695	500.4761905	163050	4	0.00575	2.62E-05	11	0.001727273	2.16E-06	0.054	0.002	0.0205	0.0003378	335	166220	5	0.0054	0.00002363	12	0.001583333	1.85E-06
CIMBL42	tropical/subtropical	0.1025	0.008	0.0415	0.001	610	700000	7	0.009357143	6.66E-05	15	0.0018	2.74E-06	0.1035	0.009	0.044	0.001	595	800000	6	0.007333333	4.45E-05	16	0.00225	5.01E-06	0.1045	0.009	0.0435	0.002	610	700000	6	0.010083333	0.000075775	15	0.0018	3.52E-06	0.037	87580	0.013	0.0001242	240	0.001	1	0.004	0.00001386	6	0.001666667	0.000001927	0.043	0.002	0.012	0.0001162	310	188380	1	0.0035	0.00001095	7	0.001142857	1.66E-06	0.046	0.002	0.015	0.0001801	310	181990	1	0.006	0.00002704	6	0.001833333	2.83E-06	0.092	0.007	0.04	0.001	520	600000	6	0.009333333	7.10E-05	14	0.002071429	3.71E-06	0.105	0.008	0.003857143	0.001	1011.428571	700000	6	0.00725	4.07E-05	17	0.002058824	3.78E-06	0.0995	0.008	0.0435	0.002	560	600000	7	0.009642857	7.43E-05	17	0.002	3.74E-06
BY4960	temperate	0.09	0.006	0.0375	0.001	525	500000	7	0.008785714	0.00005866	14	0.002357143	3.91E-06	0.0685	0.004	0.0295	0.0006983	390	330170	5	0.0063	0.000032966	13	0.002	3.10E-06	0.0925	0.007	0.039	0.001	535	600000	8	0.0076875	4.87E-05	15	0.002357143	3.36E-06	0.0405	82620	0.015	0.0001738	255	0.001	1	0.0065	0.00003432	6	0.002166667	0.000002608	0.0355	0.001	0.0135	0.0001458	220	85420	2	0.00425	0.000015215	7	0.000957571	1.08E-06	0.0405	0.001	0.015	0.0001743	255	82570	1	0.005	0.00002565	7	0.001571429	1.71E-06	0.0915	0.007	0.041	0.001	505	600000	7	0.008214286	5.21E-05	17	0.002	3.38E-06	0.0805	0.005	0.003047619	0.0008414	774.5238095	415860	6	0.006583333	3.54E-05	16	0.0013125	1.85E-06	0.09	0.006	0.036	0.001	540	500000	6	0.007916667	5.27E-05	15	0.001933333	3.08E-06
GEMS58	temperate	0.104	0.008	0.0455	0.002	585	600000	8	0.0083125	0.000062185	14	0.002285714	4.60E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1115	0.009	0.046	0.002	655	700000	7	0.009714286	6.25E-05	15	0.002333333	5.03E-06	0.035	86660	0.0125	0.0001334	225	0.001	3	0.004333333	1.29E-05	7	0.001142857	1.17E-06	0.0415	0.001	0.014	0.0001615	275	83850	2	0.005	0.000018185	10	0.00105006	1.02E-06	0.0315	0.0007717	0.015	0.0001767	165	59500	3	0.0045	0.00001652	11	0.001061264	1.08E-06	0.0935	0.007	0.0395	0.001	540	600000	8	0.0074375	4.60E-05	15	0.002133333	2.89E-06	0.102	0.008	0.004333333	0.002	976.6666667	600000	9	0.007611111	4.83E-05	17	0.002117647	5.17E-06	0.084	0.006	0.037	0.001	470	500000	7	0.007642857	0.00004787	15	0.0018	2.16E-06
JY01	temperate	0.1	0.008	0.0465	0.002	535	600000	8	0.0076875	0.000050215	16	0.0028125	7.05E-06	0.0935	0.007	0.051	0.002	425	500000	7	0.008285714	5.09E-05	17	0.003058824	7.53E-06	0.078	0.005	0.039	0.001	390	400000	6	0.007666667	0.00004381	16	0.0024375	4.75E-06	0.0405	86560	0.0125	0.0001344	280	0.001	2	0.004	1.15E-05	6	0.001666667	1.59E-06	0.036	0.0009797	0.011	0.00009308	250	88662	1	0.0035	0.00001004	5	0.0014	1.74E-06	0.042	0.001	0.0125	0.0001166	295	88340	1	0.005	0.0000179	6	0.001833333	0.000002187	0.098	0.007	0.047	0.002	510	500000	7	0.008642857	6.11E-05	17	0.002823529	0.000005911	0.099	0.008	0.004761905	0.002	942.3809524	600000	5	0.0105	0.00008345	17	0.003294118	7.52E-06	0.1015	0.008	0.0495	0.002	520	600000	7	0.009357143	0.00006851	17	0.003	6.60E-06
Z2018F	temperate	0.091	0.007	0.04	0.001	510	600000	8	0.0075625	4.60E-05	17	0.002058824	3.37E-06	0.08	0.005	0.035	0.0009933	450	400670	6	0.007916667	5.18E-05	16	0.0021875	4.04E-06	0.07	0.004	0.031	0.0007823	390	321770	5	0.0067	0.000036878	13	0.002058824	2.95E-06	0.0405	78060	0.0165	0.0002194	240	0.001	4	0.0045	1.55E-05	9	0.001777778	1.92E-06	0.038	0.001	0.014	0.000157	240	84300	4	0.004	1.15E-05	9	0.000979333	1.17E-06	0.04	0.001	0.017	0.0002267	230	77330	3	0.004666667	1.75E-05	9	0.001666667	1.82E-06	0.0915	0.007	0.041	0.001	505	600000	8	0.0078125	0.000049015	16	0.002125	4.34E-06	0.082	0.005	0.003571429	0.001	784.2857143	400000	6	0.00675	0.000037525	15	0.0018	3.09E-06	0.092	0.007	0.0395	0.001	525	600000	8	0.0074375	0.00004415	17	0.002058824	3.51E-06
CIMBL48	tropical/subtropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0945	0.007	0.04	0.001	545	600000	5	0.0091	0.000060846	14	0.002	3.83E-06	0.0925	0.007	0.041	0.001	515	600000	5	0.0098	0.00007192	13	0.002846154	6.37E-06	0.0605	256620	0.0235	0.0004338	370	0.003	3	0.0075	4.02E-05	9	0.002	3.75E-06	0.0715	0.004	0.0235	0.0004424	480	355760	3	0.005166667	0.00002092	11	0.001636364	2.58E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.106	0.008	0.004095238	0.001	1019.047619	700000	6	0.00875	6.16E-05	17	0.002705882	6.03E-06	0.102	0.008	0.0475	0.002	545	600000	6	0.009833333	7.28E-05	17	0.003117647	6.93E-06
CML116	tropical/subtropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.103	0.008	0.042	0.001	610	700000	4	0.0075	4.71E-05	13	0.002923077	6.30E-06	0.094	0.007	0.0375	0.001	565	600000	5	0.009	0.000063172	16	0.0025	4.67E-06	0.0585	260190	0.0225	0.0003981	360	0.003	4	0.005125	2.19E-05	11	0.001818182	2.35E-06	0.0725	0.004	0.0265	0.0005476	460	345240	3	0.0055	2.30E-05	10	0.0021	3.28E-06	0.0495	0.002	0.023	0.0004238	265	157620	3	0.006	2.86E-05	13	0.002	3.02E-06	0.0795	0.005	0.0355	0.0009917	440	400830	3	0.009666667	7.42E-05	14	0.003	6.17E-06	0.1125	0.009	0.004095238	0.002	1084.047619	700000	7	0.0065	3.54E-05	15	0.002466667	5.54E-06	0.0895	0.007	0.0385	0.001	510	600000	4	0.009125	0.000067105	14	0.002785714	5.07E-06
CIMBL157	tropical/subtropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	0.004	0.0285	0.0006464	415	335360	6	0.0065	3.01E-05	13	0.001615385	2.06E-06	0.074	0.004	0.031	0.0007721	430	322790	5	0.0073	0.0000392	13	0.001923077	3.17E-06	0.059	263150	0.0215	0.0003685	375	0.003	3	0.006333333	3.08E-05	8	0.00175	1.82E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061	0.003	0.023	0.0004147	380	258530	3	0.006666667	3.42E-05	9	0.001327311	1.96E-06	0.059	0.003	0.0215	0.0003685	375	263150	6	0.008083333	5.00E-05	18	0.002111111	2.96E-06	0.082	0.005	0.0355	0.001	465	400000	5	0.0086	0.000055864	16	0.001484619	1.98E-06	0.082	0.005	0.0355	0.001	465	400000	5	0.0078	0.000047484	18	0.001277778	1.54E-06
